Date,Open,High,Low,Close,Adj Close,Volume
2020-09-30,"93,586.00","95,340.00","93,584.00","94,603.00","94,603.00","9,454,300"
2020-09-29,"94,665.00","95,505.00","93,408.00","93,580.00","93,580.00","8,737,200"
2020-09-28,"97,005.00","98,314.00","94,371.00","94,666.00","94,666.00","10,508,900"
2020-09-25,"97,011.00","97,012.00","95,632.00","96,999.00","96,999.00","7,351,100"
2020-09-24,"95,735.00","97,955.00","95,653.00","97,012.00","97,012.00","9,331,000"
2020-09-23,"97,294.00","97,389.00","95,728.00","95,735.00","95,735.00","8,830,700"
2020-09-22,"96,995.00","97,684.00","96,390.00","97,294.00","97,294.00","7,281,300"
2020-09-21,"98,283.00","98,283.00","95,820.00","96,991.00","96,991.00","9,738,000"
2020-09-18,"100,098.00","100,102.00","98,045.00","98,290.00","98,290.00","11,370,300"
2020-09-17,"99,674.00","100,251.00","98,562.00","100,098.00","100,098.00",-
2020-09-16,"100,299.00","100,663.00","99,663.00","99,676.00","99,676.00","7,139,400"
2020-09-15,"100,277.00","100,949.00","99,647.00","100,298.00","100,298.00","9,216,700"
2020-09-14,"98,367.00","100,520.00","98,367.00","100,275.00","100,275.00","8,182,100"
2020-09-11,"98,839.00","99,435.00","97,758.00","98,363.00","98,363.00","9,107,900"
2020-09-10,"101,291.00","101,536.00","98,687.00","98,835.00","98,835.00","8,894,600"
2020-09-09,"100,050.00","101,578.00","100,050.00","101,292.00","101,292.00","7,955,600"
2020-09-08,"101,239.00","101,239.00","99,373.00","100,050.00","100,050.00","8,479,000"
